CUSTOMER_ID,SET,DEMO_CAT_02,DEMO_CAT_09,DEMO_CAT_10,DEMO_CAT_03,DEMO_CAT_04,DEMO_CAT_05,DEMO_CAT_06,DEMO_NUM_01,DEMO_NUM_02,DEMO_CAT_07,DEMO_NUM_03,DEMO_NUM_04,DEMO_CAT_08,DEMO_CAT_11,DEMO_NUM_05,DEMO_CAT_12,DEMO_NUM_06,DEMO_NUM_07,DEMO_NUM_08,DEMO_NUM_09,DEMO_NUM_10,DEMO_NUM_11,DEMO_NUM_12,DEMO_CAT_13,DEMO_NUM_13,DEMO_NUM_14,DEMO_CAT_14,DEMO_CAT_15,DEMO_CAT_01,HAS_A_1,HAS_B_1,HAS_C_1,HAS_D_1,HAS_E_1,HAS_F_1,HAS_G_1,HAS_H_1,HAS_I_1,HAS_L_1,HAS_A_2,HAS_B_2,HAS_C_2,HAS_D_2,HAS_E_2,HAS_F_2,HAS_G_2,HAS_H_2,HAS_I_2,HAS_L_2,BUYED_A,BUYED_B,BUYED_C,BUYED_D,BUYED_E,BUYED_F,BUYED_G,BUYED_H,BUYED_I,BUYED_L,BUYED_NOT_A
82246,train,A,d_9,A,a_9,b_0,A,A,51.210996332,19.758941538,c_5,2,10,A,e_1,17.66731,,0.1290322581,0.4444444444,489.90322581,418.16666667,485.3125,0.0217391304,1100,g_0,483,938,h_7,i_37,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751673,train,A,d_0,A,a_43,b_0,B,A,70.010996332,1.5945579759,c_1,96,41,A,e_0,18.49334,,0.1875,0.0701754386,474.4375,435.42857143,475.5,0.0487804878,1950,g_0,497,934,h_1,i_4,B,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472514,train,A,d_2,A,a_0,b_1,B,A,50.479489483,18.860311401,c_3,8,20,A,e_1,39.31254,,0.1171428571,0.2033898305,502.72,466.1886121,514.51190476,0.0378862187,1750,g_0,495,930,h_2,i_14,B,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802415,test,A,d_20,A,a_4,b_2,A,A,47.328804551,0.0491803279,c_4,12,45,B,e_13,30.52635,,0.1113445378,0.4243697479,513.37605042,479.69387755,527.29207921,0.0198228183,2500,g_1,499,929,h_5,i_27,B,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
111634,test,A,d_1,A,a_17,b_1,B,B,30.517845647,7.2274346882,c_9,19,38,A,e_1,43.47845,,0,0.0428571429,482.5,506,544.66666667,0,2800,g_2,493,944,h_3,i_9,A,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
664192,train,A,d_23,A,a_52,b_1,B,A,31.824694962,12.114754098,c_4,43,22,A,e_9,31.7122,,0.0615384615,0.2941176471,494.95384615,435.42857143,522.71111111,0.0420070012,1700,g_1,494,943,h_1,i_44,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457230,test,A,d_2,A,a_46,b_2,A,A,59.627434688,23.682229209,c_6,17,29,A,e_1,45.44791,,0.135359116,0.1301652893,513.69060773,478.8125,516.88095238,0.0292902741,1200,g_0,498,952,h_0,i_7,B,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460722,train,A,d_13,A,a_34,b_2,A,A,27.380859346,1.6630511266,c_10,5,26,A,e_9,26.42003,,0.1100917431,0.1427003293,510.6116208,471.06493506,519.93076923,0.0448705657,900,g_3,497,953,h_0,i_0,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377506,train,A,d_12,A,a_19,b_1,B,A,63.958941538,15.531544277,c_7,11,14,A,e_3,26.72,,0.0229681979,0.128440367,496.56360424,487.16571429,497.40714286,0.0264646008,600,g_1,491,953,h_3,i_11,B,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
891766,valid,A,d_1,A,a_70,b_0,A,A,61.44661277,1.501407291,c_4,95,28,A,e_1,69.8599,,0.2474226804,0.3711340206,508.16494845,475.30434783,521.25,0.0221402214,1900,g_1,504,935,h_1,i_25,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508361,train,A,d_3,A,a_21,b_1,B,A,70.290448387,18.263051127,c_8,7,13,A,e_2,16.87716,,0.0353430353,0.0839100346,494.1018711,470.39393939,497.50515464,0.0542372881,1050,g_0,483,951,h_7,i_19,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582657,train,A,d_1,A,a_56,b_1,B,A,45.550722359,13.57811962,c_10,0,33,A,e_1,35.4027,,0.1946902655,0.0682352941,504.42477876,456,527.75862069,0.044499382,1100,g_2,498,948,h_1,i_4,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86770,train,A,d_4,B,a_102,b_1,B,A,65.430174414,2.7151059211,c_3,0,28,A,e_3,27.98261,,0.0481927711,0.0531177829,516.4939759,516.70588235,526.91304348,0.0153977759,750,g_1,492,957,h_3,i_9,B,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796253,train,A,d_0,A,a_6,b_3,A,A,75.586338798,1.8657908526,c_7,24,18,A,e_0,33.83693,,0.0423280423,0.0943089431,503.86772487,496.56666667,509.25862069,0.0437956204,1000,g_1,492,948,h_10,i_22,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620710,train,A,d_0,A,a_10,b_2,B,B,47.063051127,1.8109963321,c_0,6,23,A,e_0,46.27285,,0.0621118012,0.152173913,509.62111801,504.25,503.05357143,0.0094451004,1000,g_0,505,955,h_0,i_0,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122339,test,A,d_0,A,a_0,b_1,B,B,68.931693989,1.4246949622,c_3,54,64,B,e_0,29.97481,,0.1040609137,0.2857142857,514.97969543,468.66666667,509.48387097,0.0333102012,2400,g_3,500,924,h_2,i_14,A,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47970,train,A,d_0,A,a_70,b_3,A,A,74.928804551,1.5397634553,c_4,95,28,A,e_0,20.28233,,0.0357142857,0.0648648649,520.28571429,539.66666667,509.91666667,0.0322580645,2050,g_3,512,941,h_4,i_3,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85926,train,A,d_5,A,a_29,b_1,A,A,50.874010031,9.1972977019,c_2,0,15,A,e_0,44.21291,,0.1428571429,0.1012110727,504.39915966,463.41428571,518.29059829,0.0520547945,400,g_1,491,950,h_0,i_0,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366688,train,A,d_18,A,a_26,b_2,A,A,54.750722359,28.93989071,c_3,7,11,A,e_11,72.14745,,0.0476190476,0.0798226164,508.5,470.93617021,525.55555556,0.0324221233,1400,g_2,490,948,h_2,i_30,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881403,train,A,d_48,A,a_39,b_1,B,B,37.260311401,3.0877086608,c_1,3,15,B,e_4,41.40439,,0.1029411765,0.1678571429,488.59558824,427.54545455,496.5106383,0.0288692863,1100,g_1,502,951,h_5,i_13,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52474,test,A,d_0,A,a_15,b_0,A,A,77.797297702,2.1726401677,c_6,25,32,A,e_0,54.26938,,0.0512820513,0.2462311558,517.47179487,483.78787879,524.45918367,0.0163599182,1050,g_2,501,951,h_1,i_1,A,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582079,train,A,d_0,A,a_72,b_0,B,A,68.270491803,19.808256606,c_11,2,57,A,e_0,48.89111,,0.1452991453,0.1418918919,521.36752137,488.08695652,527.33333333,0.0056022409,1350,g_0,497,946,h_8,i_21,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815716,train,A,d_0,A,a_58,b_1,A,A,31.424694962,1.3425031814,c_7,0,13,A,e_0,43.54917,,0,0.0615942029,491.7184466,495.70967742,512.70588235,0.0277777778,1200,g_1,474,954,h_7,i_8,A,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641812,train,A,d_0,A,a_20,b_3,A,A,58.723325099,2.1151059211,c_6,16,28,A,e_0,37.75489,,0.0655737705,0.1479591837,523.86885246,497.31428571,523.94252874,0.0061823802,950,g_0,496,954,h_1,i_1,B,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
825135,train,A,d_1,A,a_37,b_2,A,A,43.750722359,1.0657908526,c_8,19,15,A,e_1,41.63204,,0.0756972112,0.120414673,492.00796813,459.8907563,496.71523179,0.0337241629,950,g_2,487,952,h_2,i_5,B,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904875,train,A,d_4,A,a_88,b_0,B,A,58.800037428,2.8767497567,c_13,14,23,A,e_3,37.58833,,0.0577617329,0.0800942285,502.27436823,472.51388889,498.88235294,0.0189139206,1000,g_1,500,951,h_10,i_24,B,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411065,valid,A,d_7,A,a_78,b_2,A,A,80.855191257,2.1644209896,c_6,69,36,A,e_2,0.18155,,0,0.4925373134,506.04477612,457.81818182,508.60606061,0,950,g_2,501,955,h_0,i_42,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432860,train,A,d_42,B,a_27,b_1,B,B,62.756201812,9.2685305786,c_11,70,49,A,e_4,40.96028,,0.0602094241,0.2071668533,519.7513089,479.68686869,524.52432432,0.0143884892,770,g_0,505,956,h_4,i_6,B,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
667066,test,A,d_3,A,a_22,b_1,B,A,63.087708661,7.2246949622,c_0,11,54,A,e_2,51.90074,,0.1838235294,0.1704834606,504.97794118,442.03571429,529.65671642,0.0180645161,1150,g_0,487,954,h_1,i_1,B,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
352044,test,A,d_1,A,a_44,b_1,B,B,37.682229209,14.717845647,c_0,0,22,A,e_1,28.86801,,0.0869565217,0.1437125749,512.75362319,454.8,543,0.05,750,g_0,506,961,h_11,i_29,A,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889529,train,A,d_0,A,a_60,b_0,A,A,53.835653866,1.2520922225,c_5,17,11,A,e_0,44.71624,,0.0337349398,0.3445783133,477.16626506,453.703125,494.6013986,0.0304761905,880,g_3,465,950,h_2,i_20,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202467,train,A,d_0,A,a_34,b_2,A,A,60.136612022,2.5342840033,c_10,51,35,A,e_0,60.87614,,0.039039039,0.2286079183,516.48648649,457.0483871,524.78212291,0.0157480315,1900,g_2,502,948,h_2,i_30,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,train,A,d_7,A,a_2,b_2,B,A,61.487708661,9.2164757841,c_2,0,44,A,e_2,56.73475,,0.035335689,0.1225165563,516.86219081,495.08064516,527.61261261,0.0267558528,1500,g_2,499,944,h_10,i_22,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94781,train,A,d_14,A,a_38,b_1,B,A,46.895927839,23.717845647,c_1,85,58,A,e_6,74.35733,,0,0.1203703704,520.2,432.2,526.53846154,0.1194029851,820,g_1,485,943,h_2,i_30,A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
951374,train,A,d_1,A,a_1,b_1,B,A,74.797297702,34.153462085,c_0,54,34,A,e_1,43.88734,,0.0489038786,0.3371943372,518.6306914,489.72262774,519.62977099,0.0092396535,1500,g_0,494,940,h_0,i_7,B,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490531,test,A,d_0,A,a_36,b_1,B,A,50.41921551,1.808256606,c_0,23,24,A,e_0,30.14056,,0.2222222222,0.2444444444,522.74074074,531.6,531.81818182,0.015625,1500,g_1,489,943,h_0,i_16,B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424616,test,A,d_0,A,a_11,b_0,B,B,55.786338798,2.1890785238,c_6,23,41,A,e_0,25.29544,,0.043956044,0.2271186441,522.73626374,481.06666667,522.73134328,0.0191846523,580,g_1,506,960,h_4,i_3,B,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476294,test,A,d_10,A,a_16,b_2,B,A,31.17811962,3.2356538663,c_6,55,27,A,e_7,39.02609,,0.2820512821,0.1106321839,486,457.48387097,529.68831169,0.0635294118,890,g_2,490,956,h_4,i_3,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642228,train,A,d_4,A,a_74,b_0,B,A,23.750722359,0.762295082,c_8,0,11,A,e_3,30.46946,,0.0494623656,0.1550239234,488.52258065,442.6,503.05555556,0.0634198555,1600,g_0,483,951,h_2,i_5,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690678,train,A,d_0,A,a_98,b_0,A,A,46.36442099,2.8767497567,c_12,6,15,A,e_0,25.77428,,0.0350877193,0.1169102296,510.17794486,493.5877193,508.24107143,0.0218115723,950,g_2,489,954,h_2,i_5,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234507,valid,A,d_4,A,a_21,b_1,B,B,50.156201812,26.142503181,c_8,22,17,A,e_3,23.56168,,0.0186915888,0.0726643599,500.81308411,465.23684211,492.14285714,0.0459770115,475,g_0,495,957,h_3,i_9,B,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534676,train,A,d_0,A,a_10,b_0,B,A,66.339763455,1.808256606,c_0,82,36,A,e_0,40.82849,,0.2195121951,0.1831683168,518.8597561,469.61538462,532.51351351,0.034261242,1300,g_1,491,945,h_8,i_21,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461143,train,A,d_0,A,a_73,b_0,A,A,43.509626469,2.8630511266,c_15,73,15,B,e_0,55.05114,,0.0434782609,0.2857142857,500.06521739,462.18181818,523.125,0.0421348315,1400,g_0,484,945,h_8,i_35,B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601092,valid,A,d_19,A,a_9,b_1,B,A,62.317845647,20.989078524,c_5,32,11,A,e_10,18.39202,,0.0461538462,0.035131744,498.31538462,488.05,503.96428571,0.035443038,435,g_3,484,946,h_7,i_8,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23172,train,A,d_0,A,a_69,b_2,B,B,60.715846995,0.193989071,c_13,0,10,A,e_0,47.01685,,0.0650406504,0.1875,510.15447154,500.70833333,523.84615385,0.0445205479,0,g_1,507,950,h_10,i_24,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219968,train,A,d_37,A,a_20,b_4,A,A,76.734972678,9.3534620855,c_6,51,39,A,e_4,43.1847,,0.1,0.3212560386,515.59,487.41618497,522.44360902,0.0164024057,1250,g_0,495,948,h_1,i_1,B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162689,train,A,d_0,A,a_35,b_0,B,A,31.786338798,2.0959278389,c_1,10,19,A,e_0,42.79434,,0.1219512195,0.262745098,516.58536585,496.25641026,529.05970149,0.0378947368,2250,g_1,499,946,h_11,i_29,B,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
938320,train,A,d_18,A,a_51,b_1,A,A,57.780859346,15.24661277,c_5,30,12,A,e_11,31.86574,,0.0322580645,0.2580645161,464.58064516,440.22222222,380.5,0.0444444444,500,g_0,476,946,h_9,i_26,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76114,train,B,d_26,A,a_2,b_5,B,A,60.281420765,13.60551688,c_2,0,47,A,e_6,45.83356,,0.1351351351,0.28,493.27027027,469.7,498.14285714,0.0169971671,3100,g_2,497,942,h_9,i_26,A,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798452,train,A,d_11,A,a_17,b_1,B,B,58.150722359,14.580859346,c_9,11,55,A,e_8,20.65006,,0.0296610169,0.3739612188,529.21186441,494.30769231,532.91111111,0.0134128167,5100,g_0,494,941,h_6,i_12,A,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668217,train,A,d_28,A,a_36,b_1,B,A,50.589078524,3.0767497567,c_0,10,14,A,e_1,23.37486,,0.1111111111,0.1221719457,490.68055556,461.08,516.37037037,0.0328947368,980,g_0,489,955,h_4,i_6,A,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21645,train,A,d_0,A,a_27,b_0,B,A,50.693188113,2.1534620855,c_11,20,27,A,e_0,22.1768,,0.1640866873,0.3777089783,511.6501548,482.76829268,518.46721311,0.037158893,800,g_1,483,953,h_0,i_16,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45247,train,A,d_7,A,a_23,b_4,B,A,80.461748634,20.237704918,c_1,5,31,A,e_2,42.72522,,0.0653594771,0.2787878788,525.13071895,478.13793103,534.38043478,0.0129776496,1200,g_2,504,945,h_1,i_1,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223808,train,A,d_3,B,a_42,b_1,B,A,59.747982633,1.8931881129,c_0,29,37,A,e_2,37.49751,,0.0571428571,0.2267206478,516.45714286,487.17808219,517.41071429,0.0226681219,1200,g_0,492,944,h_0,i_2,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603427,train,A,d_8,A,a_5,b_0,B,A,41.654831948,13.561681264,c_0,54,24,A,e_4,28.74473,,0.1560283688,0.0950920245,492.68794326,465.05405405,515.22580645,0.0570652174,1000,g_0,481,954,h_9,i_18,B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228172,test,A,d_1,A,a_86,b_1,B,A,56.825136612,15.531544277,c_8,9,8,A,e_1,24.65383,,0.0392156863,0.0933333333,473.96078431,456.0625,510,0.0845070423,1200,g_2,489,946,h_7,i_8,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404354,test,A,d_0,A,a_83,b_2,A,A,73.084968935,0.8387978142,c_10,10,26,A,e_0,46.51677,,0.1032258065,0.1370192308,487.93548387,421.8,481.71929825,0.0371248025,2000,g_1,492,950,h_0,i_7,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260090,train,A,d_4,A,a_5,b_1,A,A,59.863051127,26.268530579,c_0,37,44,B,e_3,44.77525,,0.1822541966,0.3106995885,500.23980815,458.12068966,508.83443709,0.0347627867,1300,g_1,495,936,h_0,i_10,B,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361925,test,A,d_3,A,a_86,b_3,B,A,74.120585373,1.2904483869,c_8,9,8,A,e_2,30.91959,,0.0423280423,0.1295081967,510.27513228,502.69090909,515.82278481,0.0199576656,1300,g_1,499,946,h_2,i_5,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182720,train,A,d_0,A,a_6,b_0,A,A,36.942622951,1.8849689348,c_7,89,23,A,e_0,31.14501,,0.0416666667,0.0853658537,499.83333333,443.375,497.28571429,0,1250,g_0,502,932,h_2,i_14,A,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82920,test,A,d_52,A,a_55,b_0,B,A,68.43989071,19.893188113,c_16,28,15,A,e_10,17.45278,,0.014084507,0.0783505155,488.83802817,477.1875,496.39473684,0.0218009479,580,g_0,491,959,h_3,i_32,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219802,train,A,d_12,A,a_50,b_1,A,A,37.882229209,8.4808743169,c_10,24,21,A,e_3,38.58929,,0.0968858131,0.1275917065,500.47058824,481.98924731,502.025,0.0433165609,1100,g_1,491,951,h_4,i_3,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611263,test,A,d_1,A,a_33,b_1,B,A,49.857571675,12.341530055,c_4,0,20,A,e_1,47.44062,,0.028708134,0.1431372549,495.5645933,466.16949153,505.56164384,0.0234505863,1700,g_0,487,944,h_0,i_16,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558455,train,A,d_11,A,a_5,b_1,B,A,46.054831948,15.690448387,c_0,16,32,A,e_8,40.33561,,0.2357723577,0.1001589825,507.17479675,486.14285714,530.33333333,0.0371412493,1100,g_0,490,950,h_0,i_2,B,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
294835,train,A,d_5,A,a_2,b_2,B,B,28.177595628,4.9398907104,c_2,0,41,A,e_0,37.49799,,0.0406504065,0.1357409714,518.63821138,489.40740741,524.47706422,0.0056710775,1200,g_0,496,943,h_0,i_7,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287254,train,A,d_3,A,a_2,b_0,B,A,66.874010031,1.6164757841,c_2,0,32,A,e_2,56.60961,,0.0555555556,0.1044776119,497.93055556,464.75,499.28571429,0.0043859649,800,g_2,492,946,h_0,i_0,B,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213856,train,A,d_15,A,a_52,b_1,A,A,53.479489483,17.142503181,c_4,56,20,A,e_5,24.26085,,0,0.0350404313,495.47727273,461.77777778,501.61538462,0.0287769784,990,g_3,502,949,h_1,i_4,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937703,train,A,d_7,A,a_13,b_1,B,B,78.96442099,6.3425031814,c_1,32,19,B,e_2,21.32231,,0,0.0384615385,393.83333333,350.5,383,0.08,900,g_3,478,939,h_11,i_46,A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487670,train,A,d_1,A,a_0,b_2,B,A,54.471270305,0.606557377,c_3,18,59,A,e_1,30.28297,,0.0973782772,0.3812636166,521.93258427,485.2173913,526.93142857,0.017107943,3400,g_2,489,932,h_8,i_21,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92331,test,A,d_8,A,a_50,b_3,B,A,69.353462085,1.9425031814,c_10,16,48,A,e_4,18.35383,,0.0975609756,0.1983471074,509.43902439,485.14285714,522.95833333,0.0535714286,1850,g_2,499,942,h_6,i_12,B,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491764,test,A,d_0,A,a_1,b_0,A,A,29.695927839,1.40551688,c_0,2,52,A,e_0,156.72526,,0.1454545455,0.6086956522,520.07272727,494.83333333,528.92857143,0.0059171598,6000,g_0,510,933,h_6,i_33,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91442,test,A,d_0,A,a_17,b_0,A,A,38.895927839,1.5945579759,c_9,5,39,A,e_0,93.75038,,0.13,0.125,513.53,499,533.89361702,0,2500,g_2,492,936,h_8,i_21,B,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
364179,test,A,d_4,A,a_0,b_2,A,A,40.240437158,0.1092896175,c_3,18,59,B,e_3,20.5959,,0.256097561,0.0853080569,513.43902439,480.28,525.83333333,0.0266666667,3900,g_2,478,935,h_8,i_35,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896682,test,A,d_0,A,a_1,b_0,A,A,68.142076503,1.6931881129,c_0,10,40,A,e_0,48.15732,,0.0340909091,0.3043478261,521,489.125,529.80357143,0.0110294118,1450,g_1,503,941,h_0,i_7,A,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174722,valid,A,d_3,A,a_1,b_3,B,A,90.213736058,1.7507223595,c_0,3,28,A,e_2,44.27479,,0.1428571429,0.1079136691,521.18571429,520.66666667,497.73333333,0.0118577075,2000,g_1,494,928,h_5,i_40,A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
